,SERRINHA,FAZENDAVISTAALEGRE,CARACARAI,OBIDOS_PORTO,ALTAMIRA,PORTOVELHO,MANACAPURU,ITAPEUA,NAZARATH,TABATINGA
2000-01-16 00:00:00,243725330.0,17647569000.0,59691028.0,79729656000.0,,28463900000.0,72041054000.0,76339030000.0,88333880000.0,88333880000.0
2000-02-15 00:00:00,306939900.0,55700713000.0,59773004.0,107602150000.0,,56743770000.0,59239866000.0,60279177000.0,82793750000.0,82793750000.0
2000-03-16 00:00:00,125855944.0,30632747000.0,26793310.0,130429250000.0,,33359165000.0,113521074000.0,120620830000.0,153367610000.0,153367610000.0
2000-04-15 12:00:00,157641090.0,41845470000.0,171759410.0,136864104000.0,,43826622000.0,104030440000.0,105961460000.0,114354100000.0,114354100000.0
2000-05-16 00:00:00,495953440.0,21601866000.0,294978560.0,98775160000.0,,23406584000.0,74004775000.0,74532405000.0,79062490000.0,79062490000.0
2000-06-15 12:00:00,1126906400.0,21696446000.0,295601300.0,76805670000.0,,26640822000.0,61512870000.0,64255156000.0,81411750000.0,81411750000.0
2000-07-16 00:00:00,804174200.0,21492900000.0,284242700.0,79300070000.0,,30334851000.0,57212592000.0,56580633000.0,50650640000.0,50650640000.0
2000-08-16 00:00:00,659111040.0,9136018000.0,357405250.0,45059035000.0,,8768560000.0,36792685000.0,38006977000.0,36216762000.0,36216762000.0
2000-09-15 12:00:00,345015260.0,15545829000.0,164170930.0,31241077000.0,,22580126000.0,16817197000.0,16786572000.0,18528432000.0,18528432000.0
2000-10-16 00:00:00,574299100.0,4537737000.0,99682180.0,24548895000.0,,12549879000.0,21460273000.0,22396932000.0,29950966000.0,29950966000.0
2000-11-15 12:00:00,202993250.0,20357837000.0,81431200.0,44955380000.0,,22997705000.0,31314612000.0,32449876000.0,36933570000.0,36933570000.0
2000-12-16 00:00:00,344605980.0,15739544000.0,78741010.0,35636810000.0,,19756716000.0,25321273000.0,28324557000.0,41915507000.0,41915507000.0
2001-01-16 00:00:00,511811940.0,30819470000.0,23587486.0,58365290000.0,,37316284000.0,36035756000.0,37990100000.0,81282900000.0,81282900000.0
2001-02-14 12:00:00,438750940.0,36227293000.0,12520618.0,113881850000.0,,40097630000.0,87935830000.0,90493490000.0,89665520000.0,89665520000.0
2001-03-16 00:00:00,175526380.0,62988680000.0,9867434.0,133576835000.0,,71147676000.0,78476370000.0,80329530000.0,105755050000.0,105755050000.0
2001-04-15 12:00:00,146590880.0,73640530000.0,9134388.0,165274900000.0,,79509370000.0,97565340000.0,101577155000.0,113910590000.0,113910590000.0
2001-05-16 00:00:00,568119360.0,45525406000.0,41456970.0,100618550000.0,,45155010000.0,57580225000.0,60753314000.0,67126493000.0,67126493000.0
2001-06-15 12:00:00,1046052900.0,25732405000.0,83982190.0,76412500000.0,,28077420000.0,52685680000.0,50731123000.0,49653985000.0,49653985000.0
2001-07-16 00:00:00,753732740.0,15907787000.0,163000380.0,49366590000.0,,19458150000.0,35226624000.0,36661453000.0,39609094000.0,39609094000.0
2001-08-16 00:00:00,834562000.0,16502664000.0,114475560.0,44006527000.0,,22544409000.0,25223078000.0,24729170000.0,27230552000.0,27230552000.0
2001-09-15 12:00:00,418425060.0,6982484000.0,59056868.0,23669410000.0,,8346515500.0,17404148000.0,17995119000.0,21515706000.0,21515706000.0
2001-10-16 00:00:00,724366800.0,10085183000.0,58141916.0,19114700000.0,,14661324000.0,11231299000.0,11913196000.0,19531071000.0,19531071000.0
2001-11-15 12:00:00,376417730.0,16072509000.0,27035424.0,30601214000.0,,21981092000.0,18198532000.0,19090874000.0,32027722000.0,32027722000.0
2001-12-16 00:00:00,214956350.0,18135843000.0,18768828.0,49259810000.0,,29298733000.0,40423006000.0,43945267000.0,59224134000.0,59224134000.0
2002-01-16 00:00:00,324034940.0,46156644000.0,17240646.0,98960940000.0,,44729975000.0,60255870000.0,62527214000.0,84704560000.0,84704560000.0
2002-02-14 12:00:00,105628960.0,32505350000.0,7428608.5,66568204000.0,,49318440000.0,45977460000.0,48612164000.0,54924194000.0,54924194000.0
2002-03-16 00:00:00,157558380.0,94871760000.0,6867669.0,175912140000.0,,95571755000.0,93956290000.0,98366210000.0,132972240000.0,132972240000.0
2002-04-15 12:00:00,99077800.0,58163552000.0,29021208.0,151432350000.0,,62739517000.0,97589395000.0,99351440000.0,107260764000.0,107260764000.0
2002-05-16 00:00:00,515603100.0,28575218000.0,35597436.0,93269130000.0,,29386355000.0,63352955000.0,62074790000.0,65330290000.0,65330290000.0
2002-06-15 12:00:00,1273403000.0,19924720000.0,474048930.0,66428994000.0,,21727070000.0,46471754000.0,47506035000.0,48257180000.0,48257180000.0
2002-07-16 00:00:00,981073800.0,29946360000.0,475977630.0,68857140000.0,,38650958000.0,51773040000.0,56156377000.0,68480893000.0,68480893000.0
2002-08-16 00:00:00,617953340.0,25464610000.0,188980460.0,69267630000.0,,33642610000.0,37441580000.0,35700957000.0,35644473000.0,35644473000.0
2002-09-15 12:00:00,218456130.0,9851535000.0,103030200.0,31233910000.0,,10396120000.0,23258364000.0,23924340000.0,28854344000.0,28854344000.0
2002-10-16 00:00:00,248543120.0,6024552000.0,41933788.0,27629170000.0,,9750842000.0,24716116000.0,26725738000.0,44732748000.0,44732748000.0
2002-11-15 12:00:00,567857200.0,17096773000.0,25799618.0,60046512000.0,,21857425000.0,50991374000.0,53744680000.0,68204960000.0,68204960000.0
2002-12-16 00:00:00,404120420.0,13189372000.0,33755464.0,46730007000.0,,20871092000.0,39272886000.0,40649994000.0,60821025000.0,60821025000.0
2003-01-16 00:00:00,384609180.0,23663034000.0,15418378.0,83678760000.0,,27177568000.0,70194495000.0,74915270000.0,93389740000.0,93389740000.0
2003-02-14 12:00:00,108965100.0,22859637000.0,6451340.0,66915156000.0,,23694020000.0,46586196000.0,47609336000.0,50260054000.0,50260054000.0
2003-03-16 00:00:00,177144290.0,34208817000.0,5465656.5,77819440000.0,,33787193000.0,49763230000.0,51501460000.0,85847490000.0,85847490000.0
2003-04-15 12:00:00,101310616.0,60498096000.0,12387395.0,142608090000.0,,63036318000.0,93615150000.0,97503805000.0,101157870000.0,101157870000.0
2003-05-16 00:00:00,476566620.0,22694769000.0,44679844.0,77890700000.0,,26032833000.0,51173060000.0,49410654000.0,45437727000.0,45437727000.0
2003-06-15 12:00:00,1071885200.0,14195203000.0,99468730.0,49780687000.0,,19049847000.0,35343160000.0,35670640000.0,40288416000.0,40288416000.0
2003-07-16 00:00:00,799833600.0,11293006000.0,283158820.0,38518100000.0,,11494301000.0,28571015000.0,29828958000.0,29723920000.0,29723920000.0
2003-08-16 00:00:00,576576260.0,7276675000.0,327536700.0,23439428000.0,,8856400000.0,15647114000.0,16806406000.0,18399640000.0,18399640000.0
2003-09-15 12:00:00,283683200.0,3928518100.0,160383040.0,17318105000.0,,6113452000.0,10687336000.0,9350567000.0,10619360000.0,10619360000.0
2003-10-16 00:00:00,439812160.0,3213869800.0,128230220.0,16237843000.0,,4003378700.0,16111150000.0,17735363000.0,22317244000.0,22317244000.0
2003-11-15 12:00:00,278925900.0,3856002000.0,78881160.0,21760952000.0,,7032292400.0,19304632000.0,19603878000.0,24674216000.0,24674216000.0
2003-12-16 00:00:00,471307780.0,12982438000.0,47026656.0,32107457000.0,,24119632000.0,25318054000.0,27611615000.0,47566463000.0,47566463000.0
2004-01-16 00:00:00,124309660.0,51613573000.0,16362209.0,117552010000.0,,56827480000.0,81113555000.0,85571810000.0,106587185000.0,106587185000.0
2004-02-15 00:00:00,95936610.0,29021143000.0,10769120.0,62497670000.0,,32732727000.0,33930686000.0,33420755000.0,37879230000.0,37879230000.0
2004-03-16 00:00:00,100917790.0,31086604000.0,8853100.0,75161500000.0,,32874350000.0,50071417000.0,52165700000.0,61719273000.0,61719273000.0
2004-04-15 12:00:00,107947840.0,27760134000.0,20865038.0,73167970000.0,,31586152000.0,48491380000.0,50053910000.0,64134380000.0,64134380000.0
2004-05-16 00:00:00,452600160.0,18526798000.0,164327330.0,56546345000.0,,18620590000.0,37543936000.0,36962460000.0,33548020000.0,33548020000.0
2004-06-15 12:00:00,906326500.0,7546779600.0,219511840.0,34598334000.0,,8528088600.0,26310638000.0,27097872000.0,29656648000.0,29656648000.0
2004-07-16 00:00:00,644122600.0,15617134000.0,201601010.0,44974190000.0,,20053092000.0,31396315000.0,32236098000.0,36578940000.0,36578940000.0
2004-08-16 00:00:00,830985500.0,15313638000.0,280222600.0,33038926000.0,,22333334000.0,18802878000.0,19442311000.0,20045690000.0,20045690000.0
2004-09-15 12:00:00,586545400.0,7170325000.0,147482430.0,22561763000.0,,7070857000.0,17003556000.0,18828343000.0,27928814000.0,27928814000.0
2004-10-16 00:00:00,401741280.0,5233091600.0,95213910.0,24039723000.0,,10457071000.0,20875504000.0,20526850000.0,27215766000.0,27215766000.0
2004-11-15 12:00:00,589025500.0,11622919000.0,83857810.0,45888795000.0,,17915300000.0,43301960000.0,46757830000.0,56774943000.0,56774943000.0
2004-12-16 00:00:00,441792670.0,18620805000.0,22474134.0,45263620000.0,,26559062000.0,32204925000.0,33723982000.0,56287285000.0,56287285000.0
2005-01-16 00:00:00,116482130.0,29537667000.0,17401100.0,93174890000.0,,31962188000.0,70210170000.0,72511360000.0,76502810000.0,76502810000.0
2005-02-14 12:00:00,233389550.0,24436886000.0,22006944.0,50094727000.0,,27198112000.0,27176034000.0,27448492000.0,38895985000.0,38895985000.0
2005-03-16 00:00:00,544493950.0,36756468000.0,15985554.0,82590860000.0,,37257920000.0,51401953000.0,53471646000.0,62322510000.0,62322510000.0
2005-04-15 12:00:00,432801120.0,22510924000.0,19294934.0,82683990000.0,,23210711000.0,63100330000.0,64285590000.0,74354880000.0,74354880000.0
2005-05-16 00:00:00,1070955500.0,12322657000.0,152227800.0,60172784000.0,,16790503000.0,47715254000.0,48331686000.0,46600237000.0,46600237000.0
2005-06-15 12:00:00,634286340.0,10649693000.0,272581980.0,31658754000.0,,10377163000.0,20298150000.0,20158980000.0,19169106000.0,19169106000.0
2005-07-16 00:00:00,242868660.0,4415751000.0,250395600.0,20932327000.0,,5664588000.0,16282444000.0,16801627000.0,16049183000.0,16049183000.0
2005-08-16 00:00:00,423094200.0,3308397600.0,316906750.0,14828657000.0,,3647188500.0,10471177000.0,10612036000.0,9701718000.0,9701718000.0
2005-09-15 12:00:00,590565900.0,1291861100.0,136597800.0,7094081000.0,,2425201700.0,5218200000.0,5323747000.0,4963038000.0,4963038000.0
2005-10-16 00:00:00,550408260.0,2398176500.0,63425524.0,6858980000.0,,7789499000.0,4769079300.0,5343080400.0,14606406000.0,14606406000.0
2005-11-15 12:00:00,274206560.0,16283237000.0,54726572.0,34161957000.0,,23602221000.0,25462796000.0,28415363000.0,44938875000.0,44938875000.0
2005-12-16 00:00:00,235242380.0,15350886000.0,48257584.0,33821966000.0,,16975611000.0,22404157000.0,22494220000.0,26870913000.0,26870913000.0
2006-01-16 00:00:00,673505400.0,28907112000.0,63505840.0,76133670000.0,,36810826000.0,58197910000.0,61702040000.0,96535990000.0,96535990000.0
2006-02-14 12:00:00,1004115650.0,39706698000.0,52660230.0,102258990000.0,,36340953000.0,69688370000.0,73012590000.0,72155700000.0,72155700000.0
2006-03-16 00:00:00,620756200.0,29002445000.0,21829330.0,82168775000.0,,24924183000.0,53780345000.0,55660960000.0,77887090000.0,77887090000.0
2006-04-15 12:00:00,168760260.0,54260300000.0,24508870.0,137029200000.0,,53552450000.0,92422850000.0,95598410000.0,105480890000.0,105480890000.0
2006-05-16 00:00:00,291134660.0,22337888000.0,217033550.0,74032850000.0,,22459517000.0,49695580000.0,48089444000.0,44217580000.0,44217580000.0
2006-06-15 12:00:00,595813700.0,7673851400.0,371894940.0,29182542000.0,,10529594000.0,21033204000.0,22322135000.0,24840294000.0,24840294000.0
2006-07-16 00:00:00,1272480900.0,11934273000.0,565612200.0,36459446000.0,,12486398000.0,23727130000.0,23377406000.0,26805550000.0,26805550000.0
2006-08-16 00:00:00,985012030.0,9675321000.0,300931260.0,21855320000.0,,13270156000.0,11858971000.0,12229381000.0,12154349000.0,12154349000.0
2006-09-15 12:00:00,620395000.0,3063885300.0,117445970.0,11083367000.0,,2882759400.0,7389083600.0,7544795600.0,7429159400.0,7429159400.0
2006-10-16 00:00:00,205693980.0,3239130000.0,101712216.0,11041353000.0,,7733952500.0,9375481000.0,10165297000.0,14669398000.0,14669398000.0
2006-11-15 12:00:00,329592800.0,18893590000.0,46432840.0,32591665000.0,,21005685000.0,22309181000.0,27535624000.0,47533646000.0,47533646000.0
2006-12-16 00:00:00,626299260.0,26575084000.0,60841228.0,56189150000.0,,42248225000.0,44121940000.0,44774330000.0,74383760000.0,74383760000.0
2007-01-16 00:00:00,269043650.0,56207348000.0,22471976.0,138965430000.0,,58888020000.0,91132535000.0,95508250000.0,112945684000.0,112945684000.0
2007-02-14 12:00:00,351236770.0,30744392000.0,12826406.0,81514810000.0,,37659144000.0,52969538000.0,52083180000.0,54226616000.0,54226616000.0
2007-03-16 00:00:00,105174104.0,50582120000.0,9458782.0,83858370000.0,,44455416000.0,38811427000.0,42114470000.0,64250528000.0,64250528000.0
2007-04-15 12:00:00,143659170.0,40893313000.0,33270316.0,134661350000.0,,42740593000.0,102462760000.0,105426360000.0,115570520000.0,115570520000.0
2007-05-16 00:00:00,283719300.0,33983986000.0,49398180.0,96977310000.0,,37198004000.0,65719820000.0,65971483000.0,75602395000.0,75602395000.0
2007-06-15 12:00:00,675223200.0,13601362000.0,168624850.0,55308560000.0,,14746255000.0,42276230000.0,43696220000.0,46266323000.0,46266323000.0
2007-07-16 00:00:00,1154721500.0,8358093300.0,280231970.0,37912490000.0,,19923354000.0,27724233000.0,27892451000.0,28097124000.0,28097124000.0
2007-08-16 00:00:00,730526140.0,17866682000.0,226136430.0,35945185000.0,,13726369000.0,18862220000.0,18804867000.0,18498918000.0,18498918000.0
2007-09-15 12:00:00,389105100.0,4158287000.0,200450400.0,15503504000.0,,4433167400.0,11996501000.0,12567477000.0,12595016000.0,12595016000.0
2007-10-16 00:00:00,637691460.0,4113998000.0,114649050.0,11410851000.0,,7120269300.0,8240466400.0,8439357000.0,24010355000.0,24010355000.0
2007-11-15 12:00:00,405256100.0,10260343000.0,76524840.0,44174910000.0,,21665403000.0,41796280000.0,45459714000.0,58331013000.0,58331013000.0
2007-12-16 00:00:00,362596130.0,37167366000.0,44003084.0,72005394000.0,,34861965000.0,43105575000.0,44453577000.0,66444480000.0,66444480000.0
2008-01-16 00:00:00,587542850.0,34748640000.0,52968890.0,90745830000.0,,44426064000.0,75529970000.0,80421585000.0,84470260000.0,84470260000.0
2008-02-15 00:00:00,254659380.0,78040670000.0,15732212.0,128041394000.0,,78764474000.0,45068610000.0,43572916000.0,61633590000.0,61633590000.0
2008-03-16 00:00:00,538489150.0,60388800000.0,19414212.0,173822840000.0,,53789100000.0,126335850000.0,133963930000.0,156243380000.0,156243380000.0
2008-04-15 12:00:00,533079550.0,42059686000.0,18991736.0,123817026000.0,,40335163000.0,82353060000.0,82216030000.0,88284860000.0,88284860000.0
2008-05-16 00:00:00,204266740.0,24388340000.0,65464756.0,72856990000.0,,24757666000.0,49233520000.0,50148710000.0,57058340000.0,57058340000.0
2008-06-15 12:00:00,310766820.0,18427787000.0,120478820.0,50940748000.0,,19438103000.0,32371055000.0,31923333000.0,41833260000.0,41833260000.0
2008-07-16 00:00:00,526980160.0,9262074000.0,303256640.0,50143994000.0,,12806906000.0,43238842000.0,44417010000.0,39846273000.0,39846273000.0
2008-08-16 00:00:00,748854660.0,9931381000.0,348118180.0,31238724000.0,,10671403000.0,21834758000.0,22396285000.0,22644244000.0,22644244000.0
2008-09-15 12:00:00,135829600.0,4472543700.0,165196350.0,16582146000.0,,5019270000.0,11843814000.0,12081517000.0,14378622000.0,14378622000.0
2008-10-16 00:00:00,436474750.0,5046100500.0,81416070.0,18761662000.0,,10989177000.0,17918444000.0,19626195000.0,28074359000.0,28074359000.0
2008-11-15 12:00:00,714264400.0,17398278000.0,51803124.0,46219270000.0,,23418092000.0,36000420000.0,37599785000.0,58621880000.0,58621880000.0
2008-12-16 00:00:00,265744220.0,19060670000.0,50121960.0,57194398000.0,,34395066000.0,45512303000.0,46824534000.0,56325990000.0,56325990000.0
2009-01-16 00:00:00,632560060.0,70094140000.0,106830904.0,128656720000.0,,66772156000.0,74431780000.0,79639070000.0,107987110000.0,107987110000.0
2009-02-14 12:00:00,619488060.0,26584814000.0,33657010.0,85435150000.0,,33531520000.0,58373816000.0,58948088000.0,66407436000.0,66407436000.0
2009-03-16 00:00:00,236954160.0,65885442000.0,25252112.0,162104980000.0,,74470860000.0,110136760000.0,115054530000.0,134705600000.0,134705600000.0
2009-04-15 12:00:00,552234800.0,66741862000.0,35360204.0,160237240000.0,,60727448000.0,95574320000.0,97728390000.0,109793850000.0,109793850000.0
2009-05-16 00:00:00,553635900.0,33476454000.0,18044220.0,107656790000.0,,28791183000.0,71512250000.0,70727160000.0,77608260000.0,77608260000.0
2009-06-15 12:00:00,409563000.0,13173687000.0,66072516.0,59097903000.0,,13196893000.0,45320454000.0,45349990000.0,43956142000.0,43956142000.0
2009-07-16 00:00:00,939162200.0,11867583000.0,107234456.0,42672124000.0,,18330460000.0,31512627000.0,31702364000.0,31960242000.0,31960242000.0
2009-08-16 00:00:00,522866530.0,21370984000.0,72918616.0,48103310000.0,,22293402000.0,28627724000.0,29335050000.0,34728280000.0,34728280000.0
2009-09-15 12:00:00,244394300.0,5822803500.0,22617576.0,21129720000.0,,9193591000.0,15493177000.0,15895874000.0,17973996000.0,17973996000.0
2009-10-16 00:00:00,466544830.0,13277521000.0,16012644.0,25535695000.0,,16165941000.0,15493868000.0,16170145000.0,20556850000.0,20556850000.0
2009-11-15 12:00:00,319933820.0,16654189000.0,22715266.0,25586266000.0,,28717770000.0,15814459000.0,16595668000.0,28314650000.0,28314650000.0
2009-12-16 00:00:00,98160290.0,47343780000.0,9719422.0,103771865000.0,,57779544000.0,77740620000.0,84911500000.0,127420710000.0,127420710000.0
